sample_idx,k_active,active_sources,sep_fail_sources,nf_miss_to_0_sources,mean_sisdri_db,min_sisdri_db,collapse_cos_01,collapse_cos_02,collapse_cos_12,max_collapse_cos
56,3,3,0,0,8.441069257762877,6.027824932475152,0.514480471611023,0.23236460983753204,0.37694090604782104,0.514480471611023
381,3,3,0,0,10.526779476969855,6.030738240139009,0.13771827518939972,0.09481348097324371,0.23726162314414978,0.23726162314414978
542,3,3,0,1,16.037484827902535,6.031791954861324,0.36876505613327026,0.01816968061029911,0.8004865646362305,0.8004865646362305
580,3,3,0,0,11.718128222844195,6.039375978308007,0.7651098370552063,0.44218650460243225,0.35624900460243225,0.7651098370552063
946,3,3,0,0,11.150867914368428,6.052855324929405,0.23550093173980713,0.11251653730869293,0.7495114803314209,0.7495114803314209
283,3,3,0,0,13.724894863686098,6.10505489460699,0.5234003663063049,0.04261248931288719,0.4579222500324249,0.5234003663063049
913,3,3,0,0,12.63759361494229,6.117164746392028,0.34380006790161133,0.1512247622013092,0.38194265961647034,0.38194265961647034
386,3,3,0,1,14.946026020491745,6.14323574696952,0.3691667318344116,0.04612457752227783,0.7924366593360901,0.7924366593360901
407,3,3,0,1,16.132088101939626,6.189853961682116,0.3695935010910034,0.03430319204926491,0.8087686896324158,0.8087686896324158
834,3,3,0,1,7.617369196934102,6.230595801823686,0.6636695265769958,0.793175458908081,0.46975550055503845,0.793175458908081
615,3,3,0,0,15.888013681266107,6.24585961982409,0.10655294358730316,0.07306640595197678,0.27866965532302856,0.27866965532302856
518,2,2,0,0,8.603684896860273,6.3852355640401175,0.6169944405555725,0.6217548847198486,0.5386731028556824,0.6217548847198486
466,3,3,0,0,14.301611638839097,6.41610219139049,0.5837234854698181,0.09904339164495468,0.06966450065374374,0.5837234854698181
380,2,2,0,0,8.479834857501764,6.449278850585354,0.28348538279533386,0.14093856513500214,0.3946426808834076,0.3946426808834076
496,3,3,0,0,11.771082541714003,6.486267357992208,0.3957940340042114,0.19886669516563416,0.14330559968948364,0.3957940340042114
851,3,3,0,1,16.132629603756058,6.4938516256389605,0.5011183619499207,0.03818914294242859,0.508505642414093,0.508505642414093
137,3,3,0,1,13.781848829941234,6.524758916303656,0.7880051732063293,0.37491655349731445,0.08171559125185013,0.7880051732063293
501,3,3,0,1,15.996435934786783,6.5280135968665824,0.33906590938568115,0.02590280957520008,0.6261725425720215,0.6261725425720215
211,2,2,0,0,7.333138702679323,6.552139121881947,0.7192110419273376,0.7489770650863647,0.5995162725448608,0.7489770650863647
625,3,3,0,1,8.894900284422855,6.554920706803565,0.7991299629211426,0.4520571529865265,0.19804638624191284,0.7991299629211426
255,3,3,0,1,12.712964606897907,6.5734283941467,0.5295806527137756,0.030054662376642227,0.6849167943000793,0.6849167943000793
667,3,3,0,0,14.384673625636898,6.66231439272382,0.19501349329948425,0.10897104442119598,0.33897683024406433,0.33897683024406433
459,2,2,0,1,15.381812037391748,6.669400044773674,0.6933625340461731,0.7298055291175842,0.4390082061290741,0.7298055291175842
884,2,2,0,0,8.218082317892048,6.690861218217345,0.8062667846679688,0.6004449725151062,0.2447190284729004,0.8062667846679688
685,2,2,0,0,7.637158985961774,6.760673249051082,0.5811375379562378,0.5449625849723816,0.3227258324623108,0.5811375379562378
92,2,2,0,0,7.480997675802854,6.76468941585903,0.9127485156059265,0.7262631058692932,0.7180668711662292,0.9127485156059265
96,3,3,0,0,11.68384532532159,6.774673533204129,0.8581357598304749,0.3595081865787506,0.22726508975028992,0.8581357598304749
611,2,2,0,0,8.641122415477227,6.794000939687638,0.6907241344451904,0.7442359328269958,0.5152361989021301,0.7442359328269958
838,3,3,0,0,9.933540868626068,6.8721004007247135,0.19498786330223083,0.12909722328186035,0.6832171678543091,0.6832171678543091
575,2,2,0,0,9.85133720975898,6.884939985827978,0.8205180764198303,0.3324778378009796,0.37323665618896484,0.8205180764198303
70,3,3,0,1,15.72575648409331,6.943163820132078,0.44588005542755127,0.07357224076986313,0.4109414517879486,0.44588005542755127
438,2,2,0,0,7.431985955030248,7.0052116076789535,0.16385895013809204,0.1670188009738922,0.19864679872989655,0.19864679872989655
