Group,Count,Tl_MAE_us,Ts_MAE_us,A_Tl,A_Ts,A_NF,A_total
nf_correct,2051,0.13615506887435913,0.39489322900772095,0.735251097025841,0.5802047781569966,1.0,0.5616772306192102
nf_wrong,449,0.5765430331230164,1.9904733896255493,0.1870824053452116,0.05790645879732739,0.0,0.0
