Group,Count,Tl_MAE_us,Ts_MAE_us,A_Tl,A_Ts,A_NF,A_total
nf_correct,2080,0.13290707767009735,0.40436694025993347,0.7514423076923077,0.5706730769230769,1.0,0.5581730769230769
nf_wrong,420,0.4428049623966217,2.143828868865967,0.22857142857142856,0.08571428571428572,0.0,0.0
