Group,Count,Tl_MAE_us,Ts_MAE_us,A_Tl,A_Ts,A_NF,A_total
nf_correct,2085,0.1379297524690628,0.3846478760242462,0.7400479616306954,0.5645083932853717,1.0,0.5419664268585132
nf_wrong,415,0.6434551477432251,1.8512625694274902,0.1566265060240964,0.10602409638554217,0.0,0.0
