k_active,fail_count,mean_abs_tl_err_us,mean_abs_ts_err_us,nf_wrong_ratio,sep_fail_ratio
2,405,0.32399317070289896,0.8448184104613315,0.2419753086419753,0.04691358024691358
3,858,0.4143228615636314,1.3017011669688014,0.38694638694638694,0.10955710955710955
